Shipment Number,Fulfillment Type,Shipment Created At,Shipment Status,Fulfiller Name,Accepted At,Product Title,EAN,Sku,Qty,MRP,Promotion Amt,Shipping Charge,Item Total,Payment Method Used,Tracking Code,Shipping Agent Code,Invoice Id,Acceptance TAT Date & Time
17546658187681132817J,RFC Shipment,2025-08-08 20:40:19 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 14:16:18 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,485.9,0.0,764.1,Prepaid_Payments,SF1960275083JIM,Shadowfax,S06ENB5AKFA07099,2025-08-09 14:40:19 +0530
17546676053511245875J,RFC Shipment,2025-08-08 21:10:06 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,0,1250.0,0.0,0.0,0.0,Prepaid_Payments,,,,2025-08-09 15:10:06 +0530
17546686863501697487J,RFC Shipment,2025-08-08 21:28:06 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,0,1250.0,0.0,0.0,0.0,COD,,,,2025-08-09 15:28:06 +0530
17546699650491394068J,RFC Shipment,2025-08-08 21:49:25 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 15:42:45 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1960320623JIM,Shadowfax,S06ENB5AKFA07117,2025-08-09 15:49:25 +0530
17546704355571210031J,RFC Shipment,2025-08-08 21:57:16 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 16:23:34 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,2,1250.0,802.0,0.0,1698.0,Prepaid_Payments,SF1960335598JIM,Shadowfax,S06ENB5AKFA07130,2025-08-09 15:57:16 +0530
17546709632491801692J,RFC Shipment,2025-08-08 22:06:03 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 15:45:04 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761162458165,Delhivery,S06ENB5AKFA07118,2025-08-09 16:06:03 +0530
17546717500111090672J,RFC Shipment,2025-08-08 22:19:10 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 10:46:17 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,COD,115761162405853,Delhivery,S06ENB5AKFA07085,2025-08-09 16:19:10 +0530
17546718840391011296J,RFC Shipment,2025-08-08 22:21:24 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 14:08:41 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1960270932JIM,Shadowfax,S06ENB5AKFA07096,2025-08-09 16:21:24 +0530
17546739641881862186J,RFC Shipment,2025-08-08 22:56:04 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 15:59:56 +0530,JIVO Soyabean Cooking Oil 5 Ltr (Pack of 1),,Jivo Soyabean Oil 5L,1,1100.0,251.0,0.0,849.0,COD,14591751791678,Xpressbees Express,S06ENB5AKFA07122,2025-08-09 16:56:04 +0530
17546759402911736374J,RFC Shipment,2025-08-08 23:29:01 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 13:14:00 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,Prepaid_Payments,SF1960245864JIM,Shadowfax,S06ENB5AKFA07090,2025-08-09 17:29:01 +0530
17546781583511533554J,RFC Shipment,2025-08-09 00:05:58 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 14:03:44 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1960268747JIM,Shadowfax,S06ENB5AKFA07095,2025-08-09 18:05:58 +0530
17546794090241734177J,RFC Shipment,2025-08-09 00:26:49 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 10:36:56 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,COD,115761162404335,Delhivery,S06ENB5AKFA07084,2025-08-09 18:26:49 +0530
17546800922861724992J,RFC Shipment,2025-08-09 00:38:12 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 16:26:39 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,2,1250.0,802.0,0.0,1698.0,Prepaid_Payments,SF1960336542JIM,Shadowfax,S06ENB5AKFA07132,2025-08-09 18:38:12 +0530
17546809388041483524J,RFC Shipment,2025-08-09 00:52:19 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 16:12:17 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761162460416,Delhivery,S06ENB5AKFA07128,2025-08-09 18:52:19 +0530
17546829448791246808J,RFC Shipment,2025-08-09 01:25:45 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 15:33:42 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761162456964,Delhivery,S06ENB5AKFA07113,2025-08-09 19:25:45 +0530
17546980615331779794J,RFC Shipment,2025-08-09 05:37:42 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 16:29:41 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,2,1250.0,802.0,0.0,1698.0,COD,21194011443190,Delhivery,S06ENB5AKFA07134,2025-08-09 23:37:42 +0530
17547008390621929733J,RFC Shipment,2025-08-09 06:23:59 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 14:11:38 +0530,Jivo Pomace Olive Oil 1 Litre,,Jivo Pomace Olive Oil 1 Litre,2,749.0,500.0,0.0,998.0,COD,115761162447514,Delhivery,S06ENB5AKFA07097,2025-08-10 00:23:59 +0530
17547053332271774536J,RFC Shipment,2025-08-09 07:38:53 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 14:54:39 +0530,Jivo Extra Light Olive Oil 2 Ltr,,Extra Light Olive Oil 2 Ltr,1,1600.0,504.0,0.0,1096.0,COD,115761162452506,Delhivery,S06ENB5AKFA07105,2025-08-10 01:38:53 +0530
17547067123771580316J,RFC Shipment,2025-08-09 08:01:52 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 14:46:29 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1960289580JIM,Shadowfax,S06ENB5AKFA07104,2025-08-09 11:01:52 +0530
17547073661641219974J,RFC Shipment,2025-08-09 08:12:46 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 14:26:14 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,485.9,0.0,764.1,COD,115761162449113,Delhivery,S06ENB5AKFA07102,2025-08-09 11:12:46 +0530
17547074480431682706J,RFC Shipment,2025-08-09 08:14:08 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 14:29:36 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1960281980JIM,Shadowfax,S06ENB5AKFA07103,2025-08-09 11:14:08 +0530
17547090515591400946J,RFC Shipment,2025-08-09 08:40:52 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-09 14:22:34 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,COD,SF1960278403JIM,Shadowfax,S06ENB5AKFA07101,2025-08-09 11:40:52 +0530
17547127813041145580J,RFC Shipment,2025-08-09 09:43:02 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 15:54:02 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,Prepaid_Payments,SF1960325091JIM,Shadowfax,S06ENB5AKFA07120,2025-08-09 12:43:02 +0530
17547143617091972929J,RFC Shipment,2025-08-09 10:09:23 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 13:59:15 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761162446685,Delhivery,S06ENB5AKFA07094,2025-08-09 13:09:23 +0530
17547144587871282232J,RFC Shipment,2025-08-09 10:10:59 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 15:38:56 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,Prepaid_Payments,115761162457690,Delhivery,S06ENB5AKFA07115,2025-08-09 13:10:59 +0530
17547146269631664559J,RFC Shipment,2025-08-09 10:13:47 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 13:40:45 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,COD,SF1960257919JIM,Shadowfax,S06ENB5AKFA07091,2025-08-09 13:13:47 +0530
17547146391121752271J,RFC Shipment,2025-08-09 10:14:00 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 15:37:11 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761162457362,Delhivery,S06ENB5AKFA07114,2025-08-09 13:14:00 +0530
17547150907511656116J,RFC Shipment,2025-08-09 10:21:31 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 15:45:22 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,Prepaid_Payments,SF1960321538JIM,Shadowfax,S06ENB5AKFA07119,2025-08-09 13:21:31 +0530
17547155949631491541J,RFC Shipment,2025-08-09 10:29:55 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 16:07:34 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761162460184,Delhivery,S06ENB5AKFA07126,2025-08-09 13:29:55 +0530
17547155954271133321J,RFC Shipment,2025-08-09 10:29:56 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 13:56:50 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1960265900JIM,Shadowfax,S06ENB5AKFA07092,2025-08-09 13:29:56 +0530
17547158375321276238J,RFC Shipment,2025-08-09 10:33:58 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-09 15:19:49 +0530,Jivo Gold Refined Oil Blend of Rice Bran oil & Sunflower oil 5 litre,,Jivo Gold_5 Ltr,1,1049.0,199.0,0.0,850.0,Prepaid_Payments,SF1960301085JIM,Shadowfax,S06ENB5AKFA07109,2025-08-09 13:33:58 +0530
17547161948131111160J,RFC Shipment,2025-08-09 10:39:55 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 15:21:22 +0530,Jivo Gold Refined Oil Blend of Rice Bran oil & Sunflower oil 5 litre,,Jivo Gold_5 Ltr,1,1049.0,199.0,0.0,850.0,COD,SF1960301578JIM,Shadowfax,S06ENB5AKFA07110,2025-08-09 13:39:55 +0530
17547164341061526243J,RFC Shipment,2025-08-09 10:43:54 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,0,1250.0,0.0,0.0,0.0,Prepaid_Payments,,,,2025-08-09 13:43:54 +0530
17547165191031488359J,RFC Shipment,2025-08-09 10:45:19 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-09 13:57:51 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1960266320JIM,Shadowfax,S06ENB5AKFA07093,2025-08-09 13:45:19 +0530
17547168024291280305J,RFC Shipment,2025-08-09 10:50:03 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 15:05:08 +0530,"Jivo Olive Oil Extra Light Daily Cooking 5 Litre (TIN) | Recommendable for Roasting, Frying, Baking All type of Cuisines| Low Saturated Fat, Low Saturated Fat",,Jivo Olive Oil Extra Light 5 Litre,1,6499.0,3900.0,0.0,2599.0,Prepaid_Payments,21194011445695,Delhivery,S06ENB5AKFA07106,2025-08-09 13:50:03 +0530
17547173302681310534J,RFC Shipment,2025-08-09 10:58:51 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-09 16:08:23 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761162460232,Delhivery,S06ENB5AKFA07127,2025-08-09 13:58:51 +0530
17547207475211252836J,RFC Shipment,2025-08-09 11:55:48 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 15:29:02 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1961386676JIM,Shadowfax,S06ENB5AKFA07173,2025-08-09 14:55:48 +0530
17547208795111228130J,RFC Shipment,2025-08-09 11:58:00 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 15:48:31 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761162617835,Delhivery,S06ENB5AKFA07176,2025-08-09 14:58:00 +0530
17547222800851842863J,RFC Shipment,2025-08-09 12:21:23 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 13:28:20 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,Prepaid_Payments,115761162595962,Delhivery,S06ENB5AKFA07148,2025-08-09 15:21:23 +0530
17547239924781796773J,RFC Shipment,2025-08-09 12:49:53 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 17:54:48 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,2,1250.0,802.0,0.0,1698.0,COD,SF1961487993JIM,Shadowfax,S06ENB5AKFA07186,2025-08-09 15:49:53 +0530
17547271419791751461J,RFC Shipment,2025-08-09 13:42:23 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 14:13:01 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,2,1250.0,802.0,0.0,1698.0,COD,21194011446174,Delhivery,S06ENB5AKFA07159,2025-08-09 16:42:23 +0530
17547275424231266896J,RFC Shipment,2025-08-09 13:49:03 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 13:53:52 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761162599462,Delhivery,S06ENB5AKFA07153,2025-08-09 16:49:03 +0530
17547287360791484845J,RFC Shipment,2025-08-09 14:08:58 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 11:29:42 +0530,"Jivo Olive Oil Extra Light Daily Cooking 5 Litre (TIN) | Recommendable for Roasting, Frying, Baking All type of Cuisines| Low Saturated Fat, Low Saturated Fat",,Jivo Olive Oil Extra Light 5 Litre,1,6499.0,3900.0,0.0,2599.0,Prepaid_Payments,115761162568124,Delhivery,S06ENB5AKFA07138,2025-08-09 17:08:58 +0530
17547310467371559407J,RFC Shipment,2025-08-09 14:47:27 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 17:15:53 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,2,1590.0,1782.0,0.0,1398.0,COD,115761162629142,Delhivery,S06ENB5AKFA07184,2025-08-09 17:47:27 +0530
17547314921731503393J,RFC Shipment,2025-08-09 14:54:53 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 15:10:31 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761162611130,Delhivery,S06ENB5AKFA07170,2025-08-09 17:54:53 +0530
17547320181671367915J,RFC Shipment,2025-08-09 15:03:39 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 15:42:52 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,4,1250.0,1604.0,0.0,3396.0,Prepaid_Payments,21194011446981,Delhivery,S06ENB5AKFA07175,2025-08-09 18:03:39 +0530
17547330202171970563J,RFC Shipment,2025-08-09 15:20:21 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-10 17:15:26 +0530,Jivo Cold Pressed oil Groundnut Oil - 5 Litre | Peanut Oil |Natural Cooking Oil | Chemical Free,,Groundnut oil 5L,1,2800.0,1601.0,0.0,1199.0,Prepaid_Payments,SF1961457339JIM,Shadowfax,S06ENB5AKFA07183,2025-08-09 18:20:21 +0530
17547414089661293216J,RFC Shipment,2025-08-09 17:40:09 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 11:59:46 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,COD,115761162575986,Delhivery,S06ENB5AKFA07141,2025-08-10 11:40:09 +0530
17547421146771061401J,RFC Shipment,2025-08-09 17:51:55 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 17:55:10 +0530,"Sano Sunflower Oil 5 Ltr Pet Bottle - Pure, Nutrient-Rich Cooking Oil with High Smoke Point",,Sano_Sunflower_5L,2,1475.0,1352.0,0.0,1598.0,Prepaid_Payments,21194011448031,Delhivery,S06ENB5AKFA07187,2025-08-10 11:51:55 +0530
17547453659791980542J,RFC Shipment,2025-08-09 18:46:06 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 14:13:13 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,COD,115761162602590,Delhivery,S06ENB5AKFA07160,2025-08-10 12:46:06 +0530
17547454420181222199J,RFC Shipment,2025-08-09 18:47:22 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 16:12:15 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,Prepaid_Payments,SF1961416851JIM,Shadowfax,S06ENB5AKFA07180,2025-08-10 12:47:22 +0530
17547460065621111895J,RFC Shipment,2025-08-09 18:56:47 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 15:29:13 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,Prepaid_Payments,115761162614243,Delhivery,S06ENB5AKFA07174,2025-08-10 12:56:47 +0530
17547467193501123815J,RFC Shipment,2025-08-09 19:08:39 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 17:16:01 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761162629153,Delhivery,S06ENB5AKFA07185,2025-08-10 13:08:39 +0530
17547475817481622424J,RFC Shipment,2025-08-09 19:23:02 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,"Jivo Olive Oil Extra Light Daily Cooking 5 Litre (TIN) | Recommendable for Roasting, Frying, Baking All type of Cuisines| Low Saturated Fat, Low Saturated Fat",,Jivo Olive Oil Extra Light 5 Litre,0,6499.0,0.0,0.0,0.0,COD,,,,2025-08-10 13:23:02 +0530
17547481653241712010J,RFC Shipment,2025-08-09 19:32:45 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 14:11:20 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761162602354,Delhivery,S06ENB5AKFA07157,2025-08-10 13:32:45 +0530
17547482639431011456J,RFC Shipment,2025-08-09 19:34:24 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 14:09:45 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761162601934,Delhivery,S06ENB5AKFA07156,2025-08-10 13:34:24 +0530
17547490590121524324J,RFC Shipment,2025-08-09 19:47:39 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 11:15:38 +0530,"Jivo Olive Oil Extra Light Daily Cooking 5 Litre (TIN) | Recommendable for Roasting, Frying, Baking All type of Cuisines| Low Saturated Fat, Low Saturated Fat",,Jivo Olive Oil Extra Light 5 Litre,1,6499.0,3900.0,0.0,2599.0,Prepaid_Payments,SF1960977545JIM,Shadowfax,S06ENB5AKFA07137,2025-08-10 13:47:39 +0530
17547501780871396507J,RFC Shipment,2025-08-09 20:06:19 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 16:06:31 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,Prepaid_Payments,SF1961413294JIM,Shadowfax,S06ENB5AKFA07179,2025-08-10 14:06:19 +0530
17547532514791572657J,RFC Shipment,2025-08-09 20:57:32 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 15:16:23 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,COD,115761162611852,Delhivery,S06ENB5AKFA07172,2025-08-10 14:57:32 +0530
17547536694781098443J,RFC Shipment,2025-08-09 21:04:30 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 14:57:59 +0530,Jivo Gold Refined Oil Blend of Rice Bran oil & Sunflower oil 5 litre,,Jivo Gold_5 Ltr,1,1049.0,199.0,0.0,850.0,COD,SF1961361605JIM,Shadowfax,S06ENB5AKFA07168,2025-08-10 15:04:30 +0530
17547547711661114250J,RFC Shipment,2025-08-09 21:22:51 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 16:03:44 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,COD,115761162619681,Delhivery,S06ENB5AKFA07178,2025-08-10 15:22:51 +0530
17547556872921892536J,RFC Shipment,2025-08-09 21:38:08 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 16:48:11 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,5,1590.0,4455.0,0.0,3495.0,Prepaid_Payments,SF1961436833JIM,Shadowfax,S06ENB5AKFA07181,2025-08-10 15:38:08 +0530
17547558742751469708J,RFC Shipment,2025-08-09 21:41:14 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 13:08:09 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1961262352JIM,Shadowfax,S06ENB5AKFA07144,2025-08-10 15:41:14 +0530
17547562597601652377J,RFC Shipment,2025-08-09 21:47:40 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 13:29:44 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,COD,115761162596150,Delhivery,S06ENB5AKFA07149,2025-08-10 15:47:40 +0530
17547571716561842165J,RFC Shipment,2025-08-09 22:02:52 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 14:47:55 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761162608072,Delhivery,S06ENB5AKFA07163,2025-08-10 16:02:52 +0530
17547574422211935995J,RFC Shipment,2025-08-09 22:07:22 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,0,1250.0,0.0,0.0,0.0,Prepaid_Payments,,,,2025-08-10 16:07:22 +0530
17547576056231798180J,RFC Shipment,2025-08-09 22:10:06 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 13:09:59 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1961263376JIM,Shadowfax,S06ENB5AKFA07145,2025-08-10 16:10:06 +0530
17547603730851603815J,RFC Shipment,2025-08-09 22:56:14 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-10 14:12:36 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,2,1650.0,902.0,0.0,2398.0,Prepaid_Payments,21194011446152,Delhivery,S06ENB5AKFA07158,2025-08-10 16:56:14 +0530
